metal_product,diameter,side_size,width,thickness,mark_number
Лист 6 ГОСТ 19903-74 Ст3сп5 ГОСТ 27772-88,,74.0,19903.0,6.0,
"Труба жесткая стальная 2"" оцинкованная",,,,,
"Труба жесткая стальная 1"" оцинкованная",,,,,
"Труба жесткая стальная 1 1/4"" оцинкованная",1.0,,,1.0,
Лист алюминиевый 1 3003 ASTM B209 H14,,209.0,3003.0,1.0,
Лист алюминиевый 0.5 3003 ASTM B209 H14,,209.0,3003.0,0.5,
Лист алюминиевый 0.8 3003 ASTM B209 H14,,209.0,3003.0,0.8,
Лист алюминиевый 0.6х900х1800 3003 ASTM B209 H14,,1800.0,900.0,0.6,
Лист нержавеющий 1 ASTM A167 AISI 304,,304.0,167.0,1.0,
Лист алюминиевый 0.8ММ 3003 ASTM B209,,209.0,3003.0,0.8,
Лист алюминиевый 1ММ 3003 ASTM B209,,209.0,3003.0,1.0,
Лист алюминиевый 1.2ММ 3003 ASTM B209,,209.0,3003.0,1.2,
ЛИСТ T=6ММ,,,,,
ШВЕЛЛЕР 14У,,,,,
Лист t=10,,,,,
Труба 219х6 Ст20 ГОСТ 10705-80,219.0,,,6.0,
Труба 42.3х2.8 Ст3 ГОСТ 3262-75 оцинкованная,42.3,,,2.8,
Труба 75.5х3.2 Ст3 ГОСТ 3262-75 оцинкованная,75.5,,,3.2,
Труба 140х4 Ст3 ГОСТ 3262-75 оцинкованная,140.0,,,4.0,
Труба 165х4 Ст3 ГОСТ 3262-75 оцинкованная,165.0,,,4.0,
Труба 40х3 Ст3 ГОСТ 3262-75 оцинкованная,40.0,,,3.0,
Полоса Мн-1 30х3 ГОСТ 19903-90 Ст3,,,1.0,30.0,
Лист 4х1500х6000 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,4.0,
Лист 2ММ AISI 316,,,,,
Лист 4ММ AISI 316,,,,,
Лист 6ММ AISI 316,,,,,
Лист 10ММ AISI 316,,,,,
Лист 0.5х900х1000 гофра 32ММ 3003-H14 ASTM B209,,1000.0,900.0,0.5,
Лист 0.5х1000 гофра 5ММ 3003-H14 ASTM B209,,5.0,1000.0,0.5,
Лист 0.7х1000 3003-H14 ASTM B209,,3003.0,1000.0,0.7,
Лист 0.5х1000 3003-H14 ASTM B209,,3003.0,1000.0,0.5,
ЛИСТ T=10ММ,,,,,
Труба с наружным антикоррозионным полиэтиленовым покрытием 530х13-К50,530.0,,,13.0,
Труба стальная Ø530х10-К50 С2,530.0,,,10.0,
ПОЛОСА 5Х40.,,,5.0,40.0,
Труба жесткая стальная 48.3ММ оцинкованная,,,,,
"Полоса 0,5х19ММ горячеоцинкованная",,,0.5,19.0,
"Полоса 0,6х19ММ горячеоцинкованная",,,0.6,19.0,
Труба стальная электросварная Ø 426х6мм,426.0,,,6.0,
Труба электросварная спиральношовная 530х8 20 API 5L,530.0,,,8.0,
"Лист 0,55 ГОСТ14918-80",,80.0,14918.0,0.55,
ПОЛОСА 4Х25,,,4.0,25.0,
Лист 6 ГОСТ 19903-74 С245 ГОСТ 27772-88,,74.0,19903.0,6.0,
Лист 30 ГОСТ 19903-74 С245 ГОСТ 27772-88,,74.0,19903.0,30.0,
Лист 16 ГОСТ 19903-74 С245 ГОСТ 27772-88,,74.0,19903.0,16.0,
Лист 20 ГОСТ 19903-74 С245 ГОСТ 27772-88,,74.0,19903.0,20.0,
Лист 10 ГОСТ 19903-74 С245 ГОСТ 27772-88,,74.0,19903.0,10.0,
Труба 377х4 ГОСТ 10704-91 В10 ГОСТ 10705-80,377.0,,,4.0,
Труба 30х30х2 ГОСТ 8636-82 С245,30.0,,,30.0,
Труба 426х6 ГОСТ 10704-91 С245,426.0,,,6.0,
Труба 426х9 ГОСТ 10704-91 С245,426.0,,,9.0,
"Труба бесшовная DN3 1/2"" (88.9х13) )CL4500 API 5L PSL2 Gr.X42",88.9,,,13.0,
"Труба бесшовная DN3 1/2"" (88.9х6) )CL900 API 5L PSL2 Gr.X42",88.9,,,6.0,
Труба 20х2.8 Ст3 ГОСТ 3262-75,20.0,,,2.8,
Труба 32х2.8 Ст3 ГОСТ 3262-75,32.0,,,2.8,
Швеллер 10П 100х50х5 ГОСТ 8240-97 Ст3,,,,,
Уголок 63х63х6 ГОСТ 8509-93 Ст3сп5 горячеоцинкованный,,63.0,63.0,6.0,
Труба 57х3 ГОСТ 10704-76 БСт3 ГОСТ 10705-63,57.0,,,3.0,
"Труба прямошовная 40"" (1016х11.9) API 5L PSL2 X46M без изоляции",1016.0,,,11.9,
Полоса горячеоцинкованная 4х40 ГОСТ 4543-71 Ст3,,,4.0,40.0,
Лист горячекатанный 8х1500х6000 Ст3 ГОСТ 14637-89,,6000.0,1500.0,8.0,
Лист горячекатанный 6х1500х6000 Ст3 ГОСТ 14637-89,,6000.0,1500.0,6.0,
"Труба бесшовная (SMLS) DN 16"" (406.4х9.53) ASME B36.10M CS ASTM A106-B",406.4,,,9.53,
Труба 168х7 ГОСТ 8732-78 Ст3,168.0,,,7.0,
Труба 108х6 ГОСТ 8732-78 Ст3,108.0,,,6.0,
"Труба бесшовная (SMLS) с фаской на концах DN 3/4"" (26.67х2,87) ASME B36.10M CS ASTM A106-B",26.67,,,2.87,
"Труба бесшовная (SMLS) с фаской на концах DN 1"" (33,4х3,38) ASME B36.10M CS ASTM A106-B",33.4,,,3.38,
"Труба бесшовная (SMLS) с фаской на концах DN 1 1/2"" (48,4х3,68) ASME B36.10M CS ASTM A106-B",48.4,,,3.68,
"Труба бесшовная (SMLS) с фаской на концах DN 12"" (323,8х9,52) ASME B36.10M CS ASTM A106-B",323.8,,,9.52,
"Труба бесшовная (SMLS) с фаской на концах DN 24"" (609,6х9,53) ASME B36.10M CS ASTM A106-B",609.6,,,9.53,
"Труба бесшовная (SMLS) с фаской на концах DN 28"" (711,2х9,53) ASME B36.10M CS ASTM A106-B",711.2,,,9.53,
"Труба бесшовная (SMLS) с фаской на концах DN 34"" (863,6х9,53) ASME B36.10M CS ASTM A106-B",863.6,,,9.53,
"Труба бесшовная SMLS с фаской на концах DN 3"" Shc S-STD (88.9х5.49) ASME B36.10M CS ASTM A106-B",88.9,,,5.49,
"Труба бесшовная SMLS с фаской на концах DN4"" Shc S-STD (114.3x6.02) ASME B36.10M CS ASTM A106-B",114.3,,,6.02,
"Труба бесшовная (SMLS) с фаской на концах DN 8"" Sch STD (219.1х8.18) ASME B36.10M CS ASTM A106-B",219.1,,,8.18,
"Труба бесшовная (SMLS) с фаской на концах DN 10"" Shc S-STD (273х9.27) ASME B36.10M CS ASTM A106-B",273.0,,,9.27,
"Труба бесшовная (SMLS) с фаской на концах DN 14"" Shc S-STD (355.6х9.53) ASME B36.10M CS ASTM A106-B",355.6,,,9.53,
Полоса горячекатаная 5х80 ГОСТ 103-2006 Ст3,,,5.0,80.0,
Полоса горячекатаная 8х80 ГОСТ 103-2006 Ст3,,,8.0,80.0,
Полоса 3х110х5000 Ст3,,,3.0,110.0,
Лист 2 ГОСТ 19903-2015 Ст3,,2015.0,19903.0,2.0,
ЛИСТ t=8ММ С235,,,,,
Полоса 4х40 Ст3сп,,,4.0,40.0,
ШВЕЛЛЕР [ 16У,,,,,
Полоса горячекатаная 4х40 ГОСТ 103-91 ст3кп,,,4.0,40.0,
Лист 0.5х1250 ГОСТ 14918-80 08кп оцинкованный,,14918.0,1250.0,0.5,
Полоса 0.5х150 ст3 ,,,0.5,150.0,
Полоса 0.5х50 ст3 ,,,0.5,50.0,
Лист 300х150х8 ASTM A312 TP304,,8.0,150.0,300.0,
Швеллер 14П,,,,,
УГОЛОК 125Х8ММ,,125.0,125.0,8.0,
Круг 6 ГОСТ 2590-2006 Ст3сп1,6.0,,,,
"ЛИСТ ИЗ ОЦИНКОВАННОЙ ТОНКОЛИСТОВОЙ СТАЛИ S=0,5 ММ",,,,,
Полоса горячеоцинкованная 25х4 Ст3сп ГОСТ 103-2006,,,25.0,4.0,
Лист горячекатаный 6х1500х6000 Ст3сп,,6000.0,1500.0,6.0,
Лист стальной t=20мм,,,,,
Уголок 100х100х10 ГОСТ 8509-93 09Г2С,,100.0,100.0,10.0,
Лист 1 AISI 304,,,,,
Лист 2 AISI 304,,,,,
Лист 4 AISI 304,,,,,
Лист 9 AISI 304,,,,,
Лист 10 AISI 304,,,,,
"Лист оцинкованный 0,7ММ ГОСТ 19904-74",,74.0,19904.0,0.7,
ЛИСТ T=3ММ,,,,,
"Труба 125х125х4,0 Ст3пс ГОСТ 380-88 ГОСТ 8639-82",125.0,,,125.0,
ТРУБА  20Х3 ГР.В 10Г2,20.0,,,3.0,
ТРУБА ПРОФИЛЬНАЯ ГН. 120Х120Х6 С345-3,,120.0,120.0,6.0,
Труба профильная 100х100х4 Ст3сп5 горячеоцинкованная,,100.0,100.0,4.0,
Уголок 100х100х8 ст3 ГОСТ 8509-93,,100.0,100.0,8.0,
АРМАТУРА 8 А1,8.0,,,,
Уголок 32x3,,32.0,32.0,3.0,
УГОЛОК 75Х75Х8,,75.0,75.0,8.0,
УГОЛОК 50Х4 ГОСТ 8509-93,,50.0,4.0,8509.0,
Арматура 6 А1,6.0,,,,
Арматура 16 А3,16.0,,,,
Арматура 18-А-III ГОСТ 5781-82,18.0,,,,
"Труба 40х40х3,0 Ст2пс ГОСТ 380-88 ГОСТ 8639-82",40.0,,,40.0,
"Труба 30х30х2,0 Ст3пс ГОСТ 380-88 ГОСТ 8639-82",30.0,,,30.0,
Профиль металлический 60х40,,,,,
АРМАТУРА 10 А1,10.0,,,,
"АРМАТУРА 28, А3 - 35ГС",28.0,,,,
АРМАТУРА 22 А3,22.0,,,,
Арматура 12 А1,12.0,,,,
Арматура 25 А3,25.0,,,,
Арматура 20 А3,20.0,,,,
"Труба стальная 108х3,5",108.0,,,3.5,
Труба 57х3,57.0,,,3.0,
Труба 920х11мм,920.0,,,11.0,
Лист стальной t=2.5мм,,,,,
Лист 3х1500х6000 ГОСТ 19903-74 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,3.0,
Труба стальная электросварная 108х4.0 мм  ,108.0,,,4.0,
"Труба стальная электросварная ∅21,3х2,8",21.3,,,2.8,
Труба 325х8 ГОСТ 10704-91 Ст20,325.0,,,8.0,
Труба 33х2.8 ГОСТ 10704-91 Ст20,33.0,,,2.8,
Труба 219х6 ГОСТ 10704-91 Ст20,219.0,,,6.0,
ЛИСТ T=40ММ,,,,,
ЛИСТ T=16ММ,,,,,
Лист 24х1500х6000,,6000.0,1500.0,24.0,
"Труба бесшовная (SMLS) 38"" (965.2х15.88) ASTM A672-C60 CL12 EFW",965.2,,,15.88,
"Труба бесшовная (SMLS) 42"" (1066.8х17.48) ASTM A672-C60 CL12 EFW",1066.8,,,17.48,
"Труба бесшовная (SMLS) 3/4"" Sch XS (26.7х3,91) ASTM A106 B",26.7,,,3.91,
"Труба бесшовная (SMLS) 1"" Sch XS (33.4х4.55) ASTM A106 B",33.4,,,4.55,
"Труба бесшовная (SMLS) 1 1/2"" Sch XS (48.3х5.08) ASTM A106 B",48.3,,,5.08,
"Труба бесшовная (SMLS) 2"" Sch XS (60.3х5.54) ASTM A106 B",60.3,,,5.54,
"Труба бесшовная (SMLS) 3"" Sch XS (88.9х7.62) ASTM A106 B",88.9,,,7.62,
"Труба бесшовная (SMLS) 4"" Sch XS (114.3х8.56) ASTM A106 B",114.3,,,8.56,
"Труба бесшовная (SMLS) 6"" Sch XS (168.3х10.97) ASTM A106 B",168.3,,,10.97,
"Труба бесшовная (SMLS) 8"" Sch XS (219.1х12.7) ASTM A106 B",219.1,,,12.7,
"Труба бесшовная (SMLS) 10"" Sch XS (273.1х12.7) ASTM A106 B",273.1,,,12.7,
"Труба бесшовная (SMLS) 12"" Sch XS (323.9х12.7) ASTM A106 B",323.9,,,12.7,
"Труба бесшовная (SMLS) 14"" Sch XS (355.6х12.7) ASTM A106 B",355.6,,,12.7,
"Труба бесшовная (SMLS) 16"" Sch XS (406.4х12.7) ASTM A106 B",406.4,,,12.7,
"Труба бесшовная (SMLS) 18"" (457.2х22.23) ASTM A672-C60 CL12 EFW",457.2,,,22.23,
"Труба бесшовная (SMLS) 20"" (508х22.83) ASTM A672-C60 CL12 EFW",508.0,,,22.83,
"Труба бесшовная (SMLS) 24"" (609.6х26.97) ASTM A672-C60 CL12 EFW",609.6,,,26.97,
"Труба бесшовная (SMLS) 28"" (711.2х39.67) ASTM A672-C60 CL12 EFW",711.2,,,39.67,
"Труба бесшовная (SMLS) 30"" (762х30.96) ASTM A672-C60 CL12 EFW",762.0,,,30.96,
"Труба бесшовная (SMLS) 32"" (812.8х32.54) ASTM A672-C60 CL12 EFW",812.8,,,32.54,
Арматура 10-А-III,10.0,,,,
Арматура 10 А3,10.0,,,,
Арматура ф 14 AIII,14.0,,,,
Арматура 12 А-III А500 ГОСТ10884-94,12.0,,,,
АРМАТУРА Ø14 АIII (25Г2С),14.0,,,,
Полоса 40х4 горячеоцинкованная,,,40.0,4.0,
ЛИСТ Т=8ММ,,,,8.0,
ЛИСТ Т=6ММ,,,,6.0,
ТРУБА  159Х5  09Г2С,159.0,,,5.0,
АРМАТУРА Ø20 АI,20.0,,,,
АРМАТУРА Ø14 АI,14.0,,,,
"Труба 80х40х3,0 Ст3пс ГОСТ 380-88 ГОСТ 8645-68",80.0,,,40.0,
Лист 0.5 ГОСТ 19904-90 оцинкованный ГОСТ 14918-80,,90.0,19904.0,0.5,
Уголок 100х100х8,,100.0,100.0,8.0,
Уголок 75х75х6 ГОСТ 8509-93 Ст3,,75.0,75.0,6.0,
ШВЕЛЛЕР [ 14,,,,,
УГОЛОК 63Х63Х5,,63.0,63.0,5.0,
УГОЛОК 50Х50Х4,,50.0,50.0,4.0,
Лист 12 ГОСТ 19903-74 Ст3сп5 ГОСТ 27772-88,,74.0,19903.0,12.0,
Лист 10 ГОСТ 19903-2015 ст3сп5,,2015.0,19903.0,10.0,
Лист горячекатаный t=8мм,,,,,
УГОЛОК 100Х8ММ,,100.0,100.0,8.0,
Уголок 110х8 С245 ГОСТ 8509-93,,110.0,8.0,245.0,
ШВЕЛЛЕР 18У,,,,,
ШВЕЛЛЕР 16У,,,,,
Труба 159х9 Ст20 ТУ 14-3-1128-2000,159.0,,,9.0,
АРМАТУРА ø20 А-III ,20.0,,,,
АРМАТУРА Ж 8 АIII,8.0,,,,
Лист стальной t=6 мм,,,,,
УГОЛОК 125Х80Х8,,125.0,80.0,8.0,
УГОЛОК 90Х90Х6,,90.0,90.0,6.0,
Лист стальной t=10,,,,,
Арматура 8 А3,8.0,,,,
Труба 108х8 ГОСТ 8732 Ст20,108.0,,,8.0,
Труба 89х7 ГОСТ 8732 Ст20,89.0,,,7.0,
Труба 25х4 ГОСТ 8732-78 В20 ГОСТ 8731-74,25.0,,,4.0,
Труба 32х4.5 ГОСТ 8732-78 В20 ГОСТ 8731-74,32.0,,,4.5,
Труба 108х6-1-С Ст20 ТУ 14-3Р-77-2004,108.0,,,6.0,
Труба 159х7-1-С Ст20 ТУ 14-3Р-77-2004,159.0,,,7.0,
ТРУБА СТАЛЬНАЯ Ø57х5-1-С,57.0,,,5.0,
Труба 57х5 ГОСТ 8732-78 Ст20,57.0,,,5.0,
"АРМАТУРА 14, А3, СТАЛЬ 35ГС",14.0,,,,
"АРМАТУРА 25, А3, СТАЛЬ 35ГС",25.0,,,,
Уголок 50х4 С245 ГОСТ 8509-93,,50.0,4.0,245.0,
Арматура ø12 А-III,12.0,,,,
УГОЛОК 63Х5ММ,,63.0,63.0,5.0,
УГОЛОК 75Х75Х5,,75.0,75.0,5.0,
УГОЛОК 75Х6ММ,,75.0,75.0,6.0,
УГОЛОК 125Х125Х10,,125.0,125.0,10.0,
Лист 20 ГОСТ 19903-90 С245 ГОСТ 27772-88,,90.0,19903.0,20.0,
Лист 18 ГОСТ 19903-90 С245 ГОСТ 27772-88,,90.0,19903.0,18.0,
Лист 12 ГОСТ 19903-90 С245 ГОСТ 27772-88,,90.0,19903.0,12.0,
Лист 10 ГОСТ 19903-90 С245 ГОСТ 27772-88,,90.0,19903.0,10.0,
Лист 8 ГОСТ 19903-90 С245 ГОСТ 27772-88,,90.0,19903.0,8.0,
Лист 6 ГОСТ 19903-90 С245 ГОСТ 27772-88,,90.0,19903.0,6.0,
Уголок горячекатаный равнополочный 110х110х8 ГОСТ 8509-93 С245 ГОСТ 27772-88,,110.0,110.0,8.0,
Уголок горячекатаный равнополочный 75х75х8 ГОСТ 8509-93 С245 ГОСТ 27772-88,,75.0,75.0,8.0,
Уголок 100х100х8 ГОСТ 8509-93 С245 ГОСТ 27772-88,,100.0,100.0,8.0,
"Уголок 140х90х8 С245 ГОСТ 8510-86, ГОСТ 27772-88",,140.0,90.0,8.0,
ПОЛОСА 4х50,,,4.0,50.0,
Швеллер гнутый 270х100х7ММ ст3пс ГОСТ 8278-83,,,,,
Труба стальная квадратная 120х120х4,120.0,,,120.0,
Лист горячекатаный t=12мм,,,,,
ШВЕЛЛЕР [ 16П,,,,,
"Труба медная 53,98х1,78 ASTM B 280 для кондиционирования",53.98,,,1.78,
"Труба медная 66,68х2,03 ASTM B 280 для кондиционирования",66.68,,,2.03,
"Труба медная 104,78х2,79 ASTM B 280 для кондиционирования",104.78,,,2.79,
"Труба медная 92,08х2,54 ASTM B 280 для кондиционирования",92.08,,,2.54,
"Труба медная 41,28х1,52 ASTM B 280 для кондиционирования",41.28,,,1.52,
"Труба медная 79,38х2,29 ASTM B 280 для кондиционирования",79.38,,,2.29,
"Труба медная 22,22х1,14 ASTM B 280 для кондиционирования",22.22,,,1.14,
"Труба медная 19,05х1,07 ASTM B 280 для кондиционирования",19.05,,,1.07,
"Труба медная 12,7х0,89 ASTM B 280 для кондиционирования",12.7,,,0.89,
"Труба медная 34,92х1,40 ASTM B 280 для кондиционирования",34.92,,,1.4,
УГОЛОК (ГОСТ 8509-93),,8509.0,8509.0,93.0,
Полоса 40х6,,,40.0,6.0,
Лист Б О ОН 0.5х710 ГОСТ 19904-80 Ст3 ОЦ МТ ГОСТ 14918-80,,19904.0,710.0,0.5,
Лист Б О ОН 0.8х710 ГОСТ 19904-80 Ст3 ОЦ МТ ГОСТ 14918-80,,19904.0,710.0,0.8,
Лист Б О ОН 1.0х710 ГОСТ 19904-80 Ст3 ОЦ МТ ГОСТ 14918-80,,19904.0,710.0,1.0,
ЛИСТ 6 ВСТ3СП5,,5.0,3.0,6.0,
Лист 40 ГОСТ 19903-74 С345 ГОСТ 27772-88,,74.0,19903.0,40.0,
Лист 16мм,,,,,
Профиль стальной гнутый замкнутый сварной 80х80х4 С245 ГОСТ 30245-2003,,80.0,80.0,4.0,
Профиль 80х40х4 ГОСТ 30245-2003 С245  ГОСТ 27772-8,,80.0,40.0,4.0,
Профиль 120х40х4 ГОСТ 30245-2003 С245 ГОСТ 27772-88,,120.0,40.0,4.0,
Полоса из оцинкованной стали 40x4ММ,,,40.0,4.0,
Швеллер 20П С245 ГОСТ 8240-97 ГОСТ 27772-88,,,,,
Швеллер 24 С245 ГОСТ 8240-97,,,,,
ШВЕЛЛЕР 16П,,,,,
Лист t=6,,,,,
ЛИСТ T=2ММ,,,,,
"Труба бесшовная (SMLS) DN 12"" (323.8x8.38) ASME B36.10M CS API 5L-Gr.B EFW A106-B",323.8,,,8.38,
"Труба бесшовная (SMLS) DN 6"" (168.3х7.11) ASME B36.10M CS ASTM A106-B",168.3,,,7.11,
"Труба бесшовная (SMLS) DN 24"" (610х9,53) ASME B36.10M CS API 5L-Gr.B EFW A106-B",610.0,,,9.53,
"Труба бесшовная (SMLS) DN 18"" (457х9,53) ASME B36.10M CS API 5L-Gr.B EFW A106-B",457.0,,,9.53,
Профиль 100х60х4 ГОСТ 30245-2003 С245,,100.0,60.0,4.0,
Профиль 200х100х5 ГОСТ 30245-2003 С245,,200.0,100.0,5.0,
"Профиль 60х60х3,5 ГОСТ 8639-82",,60.0,60.0,3.5,
Профиль 120х80х5 ГОСТ 30245-2003 С245,,120.0,80.0,5.0,
Швеллер 18П ГОСТ 8240-97 С245,,,,,
Швеллер 12П ГОСТ 8240-97 С245,,,,,
ШВЕЛЛЕР [ 14У,,,,,
Труба 38х2.8 ГОСТ 10704-91 В20 ГОСТ 10705-80,38.0,,,2.8,
АРМАТУРА Ø20 АIII,20.0,,,,
Лист 10 ГОСТ 19903-74 С345 ГОСТ 27772-88,,74.0,19903.0,10.0,
Лист чечевица В-К-ПУ 4 ст3сп ГОСТ 8568-77,,8568.0,3.0,4.0,
Круг 16 ГОСТ 2590-88 A400,16.0,,,,
Круг 14 ГОСТ 2590-88 A400,14.0,,,,
ШВЕЛЛЕР [ 12У,,,,,
"Труба 32х3,0 ГОСТ 8734х75 гр. В, н/д ст.20",32.0,,,3.0,
Труба 45х3 12Х18Н10Т ГОСТ 9940-81 ГОСТ 9941-81,45.0,,,3.0,
Труба 219х5 ГОСТ 8732-78 В20 ГОСТ 8731-74,219.0,,,5.0,
Труба 108х4 12Х18Н10Т ГОСТ 9941-81,108.0,,,4.0,
Труба 32х3 12Х18Н10Т ГОСТ 9941-81,32.0,,,3.0,
Труба 108х4 ГОСТ 8732-78 В20 ГОСТ 8731-74,108.0,,,4.0,
Труба 57х3 ГОСТ 8732-78 В20 ГОСТ 8731-74,57.0,,,3.0,
Труба 45х3 ГОСТ 8732-78 В20 ГОСТ 8731-74,45.0,,,3.0,
Труба 377х7 12Х18Н10Т ГОСТ 9941-81,377.0,,,7.0,
Труба 273х6 12Х18Н10Т ГОСТ 9941-81,273.0,,,6.0,
Труба 219х5 12Х18Н10Т ГОСТ 9941-81,219.0,,,5.0,
Труба 159х4 12Х18Н10Т ГОСТ 9941-81,159.0,,,4.0,
Труба профильная 80х80х4-620 ГОСТ 30245-2003 ст3 ГОСТ 380-88,,80.0,80.0,4.0,
Труба профильная 80х80х4-2635 ГОСТ 30245-2003 ст3 ГОСТ 380-88,,80.0,80.0,4.0,
Труба профильная 100х100х4-396 ГОСТ 30245-2003 ст3 ГОСТ 380-88,,100.0,100.0,4.0,
Труба профильная 50х40х4-1900 ГОСТ 30245-2003 ст3 ГОСТ 380-88,,50.0,40.0,4.0,
